Catálogo UNICO
Homologación entre los catálogos de SESA y OCRA


ID OCRA	ID SESA	Marca	Descripción 2014	Segmento, Clase	Clasificación
1512	7075	GIANT	CAJA REFRIGERADA	3	COMERCIAL
1512	7077	GIANT	CAJA REFRIGERADA	4	CAMION
1513	7076	GIANT	CAJA SECA	4	CAMION
1515	7082	HINO	CAJA REFRIGERADA	3	COMERCIAL
1516	7084	HUMMER	H2 SUT PICK UP	1	COMERCIAL
1517	7085	LINCOLN	MARK LT PICK UP	1	COMERCIAL
1518	7086	LINCOLN	BLACKWOOD PICK UP	1	COMERCIAL
1519	7091	MERCEDES BENZ	SPRINTER PLATAFORMA	3	COMERCIAL
1520	7098	NISSAN	CABSTAR CAJA SECA EXTENDIDO	2	COMERCIAL
1521	7099	NISSAN	CABSTAR CAJA REFRIGERADA	2	COMERCIAL
1522	7101	PEUGEOT	PARTNER FURGON P/LATERAL	1	COMERCIAL
1523	7102	PEUGEOT	PARTNER PACK FURGON	1	COMERCIAL
1524	7103	PIAGGIO	PICK-UP	1	COMERCIAL
1525	7104	PIAGGIO	ESTACAS	1	COMERCIAL
1526	7106	PIAGGIO	PORTER FURGON	1	COMERCIAL
1527	7107	RENAULT	KANGOO VAN	1	COMERCIAL
1528	7116	VOLKSWAGEN	EUROVAN PANEL	1	COMERCIAL
1529	7117	VOLKSWAGEN	CRAFTER VAN	3	COMERCIAL
1529	7418	VOLKSWAGEN	CRAFTER VAN	4	CAMION
1530	7120	CHRYSLER	D500,600 RAM 6500 4 X 2 CAJA SECA	6	CAMION
1531	7121	CHRYSLER	D600, RAM 6500 6 X 2 CAJA MUDANCERA	6	CAMION
1532	7122	CHRYSLER	D600, RAM 6500 6 X 2 CAJA REFRIGERADA	6	CAMION
1533	7123	CHRYSLER	D600, RAM 6500 6 X 2 GRUA	6	CAMION
1534	7124	CHRYSLER	D600, RAM 6500 6 X 2 VOLTEO	6	CAMION
1535	7125	CHRYSLER	D600, RAM 6500 6 X 2 TANQUE	6	CAMION
1536	7126	CHRYSLER	4 X 2 RAM PLATAFORMA	7	CAMION
1537	7128	CHRYSLER	4 X 2 RAM CAJA SECA	7	CAMION
1538	7129	CHRYSLER	6 X 2 RAM CAJA MUDANCERA	7	CAMION
1539	7130	CHRYSLER	6 X 2 RAM CAJA REFRIGERADA	7	CAMION
1540	7131	CHRYSLER	6 X 2 RAM GRUA	7	CAMION
1541	7136	GENERAL MOTORS	C-35 KODIAK 4 X 2 CAJA SECA	6	CAMION
1542	7138	GENERAL MOTORS	C-35, KODIAK 4 X 2 VOLTEO	6	CAMION
1543	7139	GENERAL MOTORS	KODIAK 4 X 2 PLATAFORMA	7	CAMION
1544	7141	GENERAL MOTORS	KODIAK 4 X 2 CAJA SECA	7	CAMION
1545	7142	GENERAL MOTORS	KODIAK 6 X 2 CAJA MUDANCERA	7	CAMION
1546	7143	GENERAL MOTORS	KODIAK 6 X 2 GRUA	7	CAMION
1547	7144	GENERAL MOTORS	KODIAK 6 X 2 VOLTEO	7	CAMION
1548	7145	GENERAL MOTORS	KODIAK 6 X 2 TANQUE	7	CAMION
1549	7146	GENERAL MOTORS	C-35, KODIAK 6 X 2 PLATAFORMA	8	CAMION
1550	7148	GENERAL MOTORS	KODIAK 6 X 2 CAJA SECA	8	CAMION
1551	7150	GENERAL MOTORS	KODIAK 6 X 2 CAJA REFRIGERADA	8	CAMION
1552	7151	GENERAL MOTORS	KODIAK 6 X 4 CAJA GANADERA	8	CAMION
1553	7154	GENERAL MOTORS	KODIAK 6 X 4 VOLTEO	8	CAMION
1554	7159	DINA	4 X 2 CAJA SECA	6	CAMION
1555	7158	DINA	4 X 2 CAJA REDILAS	6	CAMION
1556	7160	DINA	4 X 2 VOLTEO	6	CAMION
1557	7161	DINA	4 X 2 PLATAFORMA	7	CAMION
1558	7163	DINA	4 X 2 CAJA SECA	7	CAMION
1559	7165	DINA	6 X 2 CAJA REFRIGERADA	7	CAMION
1560	7166	DINA	6 X 2 GRUA	7	CAMION
1561	7169	DINA	6 X 2 PLATAFORMA	8	CAMION
1562	7171	DINA	6 X 2 CAJA SECA	8	CAMION
1563	7172	DINA	6 X 2 CAJA REFRIGERADA	8	CAMION
1564	7173	DINA	6 X 2 TANQUE	8	CAMION
1565	7174	DINA	6 X 2 GRUA	8	CAMION
1566	7175	DINA	6 X 4 PLATAFORMA	8	CAMION
1567	7176	DINA	6 X 4 CAJA SECA	8	CAMION
1568	7177	DINA	6 X 4 CAJA GANADERA	8	CAMION
1569	7178	DINA	6 X 4 TOLVA	8	CAMION
1570	7180	DINA	6 X 4 REVOLVEDORA	8	CAMION
1571	7181	DINA	6 X 4 VACTOR DESAZOLVE	8	CAMION
1572	7182
FABRICA NACIONAL DE AUTOBUSES
AUTOBUS FORANEO	8	CAMION
1573	7185	FORD	F-600 4 X 2 CAJA SECA	6	CAMION
1574	7187	FORD	F-600 4 X 2 CAJA REFRIGERADA	6	CAMION
1575	7188	FORD	F-600,700, 800 4 X 2 PLATAFORMA	7	CAMION
1576	7190	FORD	F-600,700,800 4 X 2 CAJA SECA	7	CAMION
1577	7191	FORD	F-700,800 4 X 2 CAJA MUDANCERA	7	CAMION
1578	7192	FORD	F-700,800 4 X 2 CAJA REFRIGERADA	7	CAMION
1579	7193	FORD	F-700, 800 6 X 2 PLATAFORMA	7	CAMION
1580	7194	FORD	F-700,800 6 X 2 CAJA SECA	7	CAMION
1581	7195	FORD	F-700,800 6 X 2 CAJA REFRIGERADA	7	CAMION
1582	7196	FORD	F-800 4 X 2 PLATAFORMA	8	CAMION
1583	7197	FORD	F-800 4 X 2 CAJA REDILAS	8	CAMION
1584	7198	FORD	F-800 4 X 2 CAJA SECA	8	CAMION
1585	7199	FORD	F-800 4 X 2 CAJA MUDANCERA	8	CAMION
1586	7200	FORD	F-800 4 X 2 CAJA REFRIGERADA	8	CAMION
1587	7201	FORD	F-800 4 X 2 GRUA	8	CAMION
1588	7202	FORD	F-800 6 X 2 CAJA PLATAFORMA	8	CAMION
1589	7204	FORD	F-800 6 X 2 CAJA REFRIGERADA	8	CAMION
1590	7206	FAMSA	4 X 2 PLATAFORMA	6	CAMION
1591	7207	FAMSA	4 X 2 CAJA REDILAS	6	CAMION
1592	7208	FAMSA	4 X 2 CAJA SECA	6	CAMION
1593	7209	FAMSA	CABINA 4 X 2 PLATAFORMA	7	CAMION
1594	7210	FAMSA	CABINA 4 X 2 CAJA REDILAS	7	CAMION
1595	7211	FAMSA	CABINA 4 X 2 CAJA SECA	7	CAMION
1596	7212	FAMSA	CABINA 4 X 2 CAJA REFRIGERADA	7	CAMION
1597	7213	FAMSA	CABINA 6 X 2 GRUA	7	CAMION
1598	7214	FAMSA	CABINA 6 X 2 VOLTEO	7	CAMION
1599	7215	GENERAL MOTORS	GMC PLATAFORMA	7	CAMION
1600	7216	GENERAL MOTORS	GMC CAJA REDILAS	7	CAMION
1601	7217	GENERAL MOTORS	GMC CAJA SECA	7	CAMION
1602	7218	GENERAL MOTORS	AUTOBUS URBANO	7	CAMION
1603	7219	INTERNATIONAL	4 X 2 PLATAFORMA	4	CAMION
1604	7221	INTERNATIONAL	4 X 2 CAJA REFRIGERADA	4	CAMION
1605	7222	INTERNATIONAL	4 X 2 CAJA REDILAS,CHASIS	5	CAMION
1606	7223	INTERNATIONAL	4 X 2 CAJA SECA	5	CAMION
1607	7224	INTERNATIONAL	4 X 2 CAJA REFRIGERADA	5	CAMION
1608	7225	INTERNATIONAL	4 X 2 PLATAFORMA	6	CAMION
1609	7226	INTERNATIONAL	4 X 2 CAJA REDILAS,CHASIS	6	CAMION
1610	7227	INTERNATIONAL	4 X 2 CAJA SECA	6	CAMION
1611	7228	INTERNATIONAL	4 X 2 CAJA MUDANCERA	6	CAMION
1612	7229	INTERNATIONAL	6 X 2 CAJA SECA,CHASIS	6	CAMION
1613	7230	INTERNATIONAL	6 X 2 CAJA REFRIGERADA	6	CAMION
1614	7231	INTERNATIONAL	4 X 2 PLATAFORMA	7	CAMION
1615	7232	INTERNATIONAL	4 X 2 CAJA REDILAS,CHASIS	7	CAMION
1616	7233	INTERNATIONAL	4 X 2 CAJA SECA	7	CAMION
1617	7234	INTERNATIONAL	4 X 2 CAJA MUDANCERA	7	CAMION
1618	7235	INTERNATIONAL	4 X 2 CAJA REFRIGERADA	7	CAMION
1619	7236	INTERNATIONAL	4 X 2 VOLTEO	7	CAMION
1620	7237	INTERNATIONAL	4 X 2 TANQUE	7	CAMION
1621	7238	INTERNATIONAL	6 X 2 PLATAFORMA	7	CAMION
1622	7239	INTERNATIONAL	6 X 2 CAJA REDILAS,CHASIS	7	CAMION
1623	7240	INTERNATIONAL	6 X 2 CAJA SECA	7	CAMION
1624	7241	INTERNATIONAL	6 X 2 CAJA MUDANCERA	7	CAMION
1625	7242	INTERNATIONAL	6 X 2 CAJA REFRIGERADA	7	CAMION
1626	7243	INTERNATIONAL	6 X 2 GRUA PERIFERICA (LUZ ELECTRICA)	7	CAMION
1627	7244	INTERNATIONAL	6 X 2 TOLVA DE INYECCION DE CONCRETO	7	CAMION
1628	7245	INTERNATIONAL	6 X 2 VOLTEO	7	CAMION
1629	7246	INTERNATIONAL	6 X 2 TANQUE	7	CAMION
1630	7247	INTERNATIONAL	4 X 2 PLATAFORMA	8	CAMION
1631	7248	INTERNATIONAL	4 X 2 CAJA REDILAS,CHASIS	8	CAMION
1632	7249	INTERNATIONAL	4 X 2 CAJA SECA	8	CAMION
1633	7250	INTERNATIONAL	4 X 2 CAJA MUDANCERA	8	CAMION
1634	7251	INTERNATIONAL	4 X 2 CAJA REFRIGERADA	8	CAMION
1635	7252	INTERNATIONAL	4 X 2 VOLTEO	8	CAMION
1636	7253	INTERNATIONAL	4 X 2 TANQUE	8	CAMION
1637	7254	INTERNATIONAL	6 X 2 PLATAFORMA	8	CAMION
1638	7255	INTERNATIONAL	6 X 2 CAJA REDILAS,CHASIS	8	CAMION
1639	7256	INTERNATIONAL	6 X 2 CAJA SECA	8	CAMION
1640	7257	INTERNATIONAL	6 X 2 CAJA MUDANCERA	8	CAMION
1641	7258	INTERNATIONAL	6 X 2 CAJA REFRIGERADA	8	CAMION
1642	7259	INTERNATIONAL	6 X 2 TOLVA	8	CAMION
1643	7260	INTERNATIONAL	6 X 2 VOLTEO	8	CAMION
1644	7261	INTERNATIONAL	6 X 2 TANQUE	8	CAMION
1645	7262	INTERNATIONAL	6 X 2 CONTENEDOR	8	CAMION
1646	7263	INTERNATIONAL	6 X 2 GRUA PERIFERICA (LUZ ELECTRICA)	8	CAMION
1647	7264	INTERNATIONAL	6 X 4 VOLTEO	8	CAMION
1648	7265	INTERNATIONAL	6 X 4 REVOLVEDORA	8	CAMION
1649	7267	ISUZU	4 X 2 CAJA SECA	4	CAMION
1650	7268	ISUZU	4 X 2 CAJA REFRIGERADA	4	CAMION
1651	7270	KENWORTH	4 X 2 CAJA REDILAS	6	CAMION
1652	7271	KENWORTH	4 X 2 CAJA SECA	6	CAMION
1653	7272	KENWORTH	4 X 2 CAJA MUDANCERA	6	CAMION
1654	7273	KENWORTH	4 X 2 CAJA REFRIGERADA	6	CAMION
1655	7274	KENWORTH	4 X 2 VOLTEO	6	CAMION
1656	7275	KENWORTH	4 X 2 TANQUE	6	CAMION
1657	7276	KENWORTH	4 X 2 PLATAFORMA	7	CAMION
1658	7277	KENWORTH	4 X 2 CAJA REDILAS	7	CAMION
1659	7278	KENWORTH	4 X 2 CAJA SECA	7	CAMION
1660	7279	KENWORTH	4 X 2 CAJA MUDANCERA	7	CAMION
1661	7280	KENWORTH	4 X 2 CAJA REFRIGERADA	7	CAMION
1662	7281	KENWORTH	4 X 2 VOLTEO	7	CAMION
1663	7282	KENWORTH	4 X 2 TANQUE	7	CAMION
1664	7283	KENWORTH	6 X 2 PLATAFORMA	7	CAMION
1665	7284	KENWORTH	6 X 2 CAJA REDILAS	7	CAMION
1666	7285	KENWORTH	6 X 2 CAJA SECA	7	CAMION
1667	7286	KENWORTH	6 X 2 CAJA MUDANCERA	7	CAMION
1668	7287	KENWORTH	6 X 2 CAJA REFRIGERADA	7	CAMION
1669	7288	KENWORTH	6 X 2 GRUA	7	CAMION
1670	7289	KENWORTH	6 X 2 GRUA PERIFERICA	7	CAMION
1671	7290	KENWORTH	6 X 2 TOLVA	7	CAMION
1672	7291	KENWORTH	6 X 2 VOLTEO	7	CAMION
1673	7292	KENWORTH	6 X 2 TANQUE	7	CAMION
1674	7293	KENWORTH	4 X 2 PLATAFORMA	8	CAMION
1675	7294	KENWORTH	4 X 2 CAJA REDILAS	8	CAMION
1676	7295	KENWORTH	4 X 2 CAJA SECA	8	CAMION
1677	7296	KENWORTH	4 X 2 CAJA MUDANCERA	8	CAMION
1678	7297	KENWORTH	4 X 2 CAJA REFRIGERADA	8	CAMION
1679	7298	KENWORTH	4 X 2 VOLTEO	8	CAMION
1680	7299	KENWORTH	4 X 2 TANQUE	8	CAMION
1681	7300	KENWORTH	6 X 2 PLATAFORMA	8	CAMION
1682	7301	KENWORTH	6 X 2 CAJA REDILAS	8	CAMION
1683	7302	KENWORTH	6 X 2 CAJA SECA	8	CAMION
1684	7303	KENWORTH	6 X 2 CAJA MUDANCERA	8	CAMION
1685	7304	KENWORTH	6 X 2 CAJA REFRIGERADA	8	CAMION
1686	7305	KENWORTH	6 X 2 GRUA PERIFERICA	8	CAMION
1687	7306	KENWORTH	6 X 2 TOLVA	8	CAMION
1688	7307	KENWORTH	6 X 2 VOLTEO	8	CAMION
1689	7308	KENWORTH	6 X 2 TANQUE	8	CAMION
1690	7309	KENWORTH	6 X 4 VACTOR DESASOLVE	8	CAMION
1691	7310	KENWORTH	6 X 4 VOLTEO	8	CAMION
1692	7311	MACK	6 X 2 TOLVA	8	CAMION
1693	7312	MACK	6 X 2 VOLTEO	8	CAMION
1694	7313	MACK	6 X 2 TANQUE	8	CAMION
1695	7314	MACK	6 X 4 VACTOR	8	CAMION
1696	7315	MACK	6 X 4 VOLTEO	8	CAMION
1697	7316	MACK	6 X 4 REVOLVEDORA	8	CAMION
1698	7319
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA SECA	6	CAMION
1699	7321
MERCEDES BENZ Y FREIGHLINER
4 X 2 VOLTEO	6	CAMION
1700	7322
MERCEDES BENZ Y FREIGHLINER
6 X 2 PLATAFORMA	6	CAMION
1701	7323
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA SECA	6	CAMION
1702	7324
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA REFRIGERADA	6	CAMION
1703	7328
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA SECA	7	CAMION
1704	7330
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA REFRIGERADA	7	CAMION
1705	7331
MERCEDES BENZ Y FREIGHLINER
4 X 2 TOLVA	7	CAMION
1706	7332
MERCEDES BENZ Y FREIGHLINER
4 X 2 GRUA	7	CAMION
1707	7334
MERCEDES BENZ Y FREIGHLINER
4 X 2 TANQUE	7	CAMION
1708	7335
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA REDILAS	7	CAMION
1709	7336
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA SECA	7	CAMION
1710	7337
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA MUDANCERA	7	CAMION
1711	7338
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA REFRIGERADA	7	CAMION
1712	7339
MERCEDES BENZ Y FREIGHLINER
6 X 2 GRUA PERIFERICA	7	CAMION
1713	7340
MERCEDES BENZ Y FREIGHLINER
6 X 2 TOLVA	7	CAMION
1714	7341
MERCEDES BENZ Y FREIGHLINER
6 X 2 VOLTEO	7	CAMION
1715	7342
MERCEDES BENZ Y FREIGHLINER
6 X 2 TANQUE	7	CAMION
1716	7343
MERCEDES BENZ Y FREIGHLINER
4 X 2 PLATAFORMA	8	CAMION
1717	7344
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA REDILAS	8	CAMION
1718	7345
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA SECA	8	CAMION
1719	7346
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA MUDANCERA	8	CAMION
1720	7347
MERCEDES BENZ Y FREIGHLINER
4 X 2 CAJA REFRIGERADA	8	CAMION
1721	7349
MERCEDES BENZ Y FREIGHLINER
4 X 2 TANQUE	8	CAMION
1722	7350
MERCEDES BENZ Y FREIGHLINER
6 X 2 PLATAFORMA	8	CAMION
1723	7351
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA REDILAS	8	CAMION
1724	7352
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA SECA	8	CAMION
1725	7353
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA MUDANCERA	8	CAMION
1726	7354
MERCEDES BENZ Y FREIGHLINER
6 X 2 CAJA REFRIGERADA	8	CAMION
1727	7355
MERCEDES BENZ Y FREIGHLINER
6 X 2 GRUA	8	CAMION
1728	7356
MERCEDES BENZ Y FREIGHLINER
6 X 2 GRUA PERIFERICA	8	CAMION
1729	7357
MERCEDES BENZ Y FREIGHLINER
6 X 2 TOLVA	8	CAMION
1730	7358
MERCEDES BENZ Y FREIGHLINER
6 X 2 VOLTEO	8	CAMION
1731	7359
MERCEDES BENZ Y FREIGHLINER
6 X 2 TANQUE	8	CAMION
1732	7360
MERCEDES BENZ Y FREIGHLINER
6 X 4 VACTOR DESAZOLVE	8	CAMION
1733	7361
MERCEDES BENZ Y FREIGHLINER
6 X 4 VOLTEO	8	CAMION
1734	7362
MERCEDES BENZ Y FREIGHLINER
6 X 4 REVOLVEDORA	8	CAMION
1735	7363
MERCEDES BENZ Y FREIGHLINER
6 X 4 TOLVA	8	CAMION
1736	7364	SCANIA	6 X 4 VACTOR	8	CAMION
1737	7365	SCANIA	6 X 4 VOLTEO	8	CAMION
1738	7366	SCANIA	6 X 4 REVOLVEDORA	8	CAMION
1739	7367	SCANIA	8 X 4 VOLTEO	8	CAMION
1740	7368	SCANIA	8 X 4 REVOLVEDORA	8	CAMION
1741	7369	STERLING	4 X 2 PLATAFORMA	5	CAMION
1741	7395	STERLING	4 X 2 PLATAFORMA	8	CAMION
1742	7370	STERLING	4 X 2 CAJA REDILAS	5	CAMION
1743	7371	STERLING	4 X 2 CAJA SECA	5	CAMION
1744	7372	STERLING	4 X 2 CAJA REFRIGERADA	5	CAMION
1745	7373	STERLING	4 X 2 CAJA PLATAFORMA	6	CAMION
1746	7374	STERLING	4 X 2 CAJA REDILAS	6	CAMION
1747	7375	STERLING	4 X 2 CAJA SECA	6	CAMION
1748	7376	STERLING	4 X 2 CAJA REFRIGERADA	6	CAMION
1749	7377	STERLING	4 X 2 VOLTEO	6	CAMION
1750	7378	STERLING	4 X 2 TANQUE	6	CAMION
1751	7379	STERLING	4 X 2 PLATAFORMA	7	CAMION
1752	7380	STERLING	4 X 2 CAJA REDILAS	7	CAMION
1753	7381	STERLING	4 X 2 CAJA SECA	7	CAMION
1754	7382	STERLING	4 X 2 CAJA MUDANCERA	7	CAMION
1755	7383	STERLING	4 X 2 CAJA REFRIGERADA	7	CAMION
1756	7384	STERLING	4 X 2 VOLTEO	7	CAMION
1757	7385	STERLING	4 X 2 TANQUE	7	CAMION
1758	7386	STERLING	6 X 2 PLATAFORMA	7	CAMION
1759	7387	STERLING	6 X 2 CAJA REDILAS	7	CAMION
1760	7388	STERLING	6 X 2 CAJA SECA	7	CAMION
1761	7389	STERLING	6 X 2 CAJA MUDANCERA	7	CAMION
1762	7390	STERLING	6 X 2 CAJA REFRIGERADA	7	CAMION
1763	7391	STERLING	6 X 2 GRUA PERIFERICA	7	CAMION
1764	7392	STERLING	6 X 2 TOLVA	7	CAMION
1765	7393	STERLING	6 X 2 VOLTEO	7	CAMION
1766	7394	STERLING	6 X 2 TANQUE	7	CAMION
1768	7396	STERLING	4 X 2 CAJA REDILAS	8	CAMION
1769	7397	STERLING	4 X 2 CAJA SECA	8	CAMION
1770	7398	STERLING	4 X 2 CAJA MUDANCERA	8	CAMION
1771	7399	STERLING	4 X 2 CAJA REFRIGERADA	8	CAMION
1772	7400	STERLING	4 X 2 GRUA PERIFERICA	8	CAMION
1773	7401	STERLING	4 X 2 TOLVA	8	CAMION
1774	7402	STERLING	4 X 2 VOLTEO	8	CAMION
1775	7403	STERLING	4 X 2 TANQUE	8	CAMION
1776	7404	STERLING	6 X 2 CAJA REDILAS	8	CAMION
1777	7405	STERLING	6 X 2 CAJA SECA	8	CAMION
1778	7406	STERLING	6 X 2 CAJA MUDANCERA	8	CAMION
1779	7407	STERLING	6 X 2 CAJA REFRIGERADA	8	CAMION
1780	7408	STERLING	6 X 2 GRUA PERIFERICA	8	CAMION
1781	7409	STERLING	6 X 2 TOLVA	8	CAMION
1782	7410	STERLING	6 X 2 VOLTEO	8	CAMION
1783	7411	STERLING	6 X 2 TANQUE	8	CAMION
1784	7412	STERLING	6 X 4 VOLTEO	8	CAMION
1785	7413	STERLING	6 X 4 REVOLVEDORA	8	CAMION
1786	7414	T MONTERREY	6 X 2 CAJA REDILAS	8	CAMION
1787	7415	T MONTERREY	6 X 2 CAJA GANADERA	8	CAMION
1788	7416	T MONTERREY	6 X 2 CAJA SECA	8	CAMION
1789	7417	T MONTERREY	6 X 2 VOLTEO	8	CAMION
1791	7419	VOLKSWAGEN	CRAFTER CAJA REDILAS	4	CAMION
1792	7420	VOLKSWAGEN	CRAFTER CAJA SECA	4	CAMION
1793	7421	VOLKSWAGEN	CRAFTER CAJA REFRIGERADA	4	CAMION
1794	7423	VOLKSWAGEN	4 X 2 CAJA SECA	6	CAMION
1795	7424	VOLKSWAGEN	4 X 2 CAJA REFRIGERADA	6	CAMION
1796	7425	VOLKSWAGEN	4 X 2 PLATAFORMA	7	CAMION
1797	7426	VOLKSWAGEN	4 X 2 CAJA REDILAS	7	CAMION
1798	7427	VOLKSWAGEN	4 X 2 CAJA SECA	7	CAMION
1799	7428	VOLKSWAGEN	4 X 2 CAJA MUDANCERA	7	CAMION
1800	7429	VOLKSWAGEN	4 X 2 CAJA REFRIGERADA	7	CAMION
1801	7430	VOLKSWAGEN	4 X 2 VOLTEO	7	CAMION
1802	7431	VOLKSWAGEN	4 X 2 TANQUE	7	CAMION
1803	7432	VOLKSWAGEN	6 X 2 PLATAFORMA	7	CAMION
1804	7433	VOLKSWAGEN	6 X 2 CAJA REDILAS	7	CAMION
1805	7434	VOLKSWAGEN	6 X 2 CAJA SECA	7	CAMION
1806	7435	VOLKSWAGEN	6 X 2 CAJA MUDANCERA	7	CAMION
1807	7436	VOLKSWAGEN	6 X 2 CAJA REFRIGERADA	7	CAMION
1808	7437	VOLKSWAGEN	6 X 2 VOLTEO	7	CAMION
1809	7438	VOLKSWAGEN	6 X 2 TANQUE	7	CAMION
1810	7439	VOLKSWAGEN	6 X 2 PLATAFORMA	8	CAMION
1811	7440	VOLKSWAGEN	6 X 2 CAJA REDILAS	8	CAMION
1812	7441	VOLKSWAGEN	6 X 2 CAJA SECA	8	CAMION
1813	7442	VOLKSWAGEN	6 X 2 CAJA MUDANCERA	8	CAMION
1814	7443	VOLKSWAGEN	6 X 2 CAJA REFRIGERADA	8	CAMION
1815	7444	VOLKSWAGEN	6 X 2 VOLTEO	8	CAMION
1816	7445	VOLKSWAGEN	6 X 2 TANQUE	8	CAMION
1817	7446	VOLVO	4 X 2 PLATAFORMA	6	CAMION
1818	7447	VOLVO	4 X 2 CAJA REDILAS	6	CAMION
1819	7448	VOLVO	4 X 2 CAJA SECA	6	CAMION
1820	7449	VOLVO	4 X 2 CAJA REFRIGERADA	6	CAMION
1821	7450	VOLVO	4 X 2 PLATAFORMA	7	CAMION
1822	7451	VOLVO	4 X 2 CAJA REDILAS	7	CAMION
1823	7452	VOLVO	4 X 2 CAJA SECA	7	CAMION
1824	7453	VOLVO	4 X 2 CAJA MUDANCERA	7	CAMION
1825	7454	VOLVO	4 X 2 CAJA REFRIGERADA	7	CAMION
1826	7455	VOLVO	4 X 2 VOLTEO	7	CAMION
1827	7456	VOLVO	4 X 2 TANQUE	7	CAMION
1828	7457	VOLVO	6 X 2 PLATAFORMA	7	CAMION
1829	7458	VOLVO	6 X 2 CAJA REDILAS	7	CAMION
1830	7459	VOLVO	6 X 2 CAJA SECA	7	CAMION
1831	7460	VOLVO	6 X 2 CAJA MUDANCERA	7	CAMION
1832	7461	VOLVO	6 X 2 CAJA REFRIGERADA	7	CAMION
1833	7462	VOLVO	6 X 2 TOLVA	7	CAMION
1834	7463	VOLVO	6 X 2 VOLTEO	7	CAMION
1835	7464	VOLVO	6 X 2 TANQUE	7	CAMION
1836	7465	VOLVO	6 X 2 PLATAFORMA	8	CAMION
1837	7466	VOLVO	6 X 2 CAJA REDILAS	8	CAMION
1838	7467	VOLVO	6 X 2 CAJA SECA	8	CAMION
1839	7468	VOLVO	6 X 2 CAJA MUDANCERA	8	CAMION
1840	7469	VOLVO	6 X 2 CAJA REFRIGERADA	8	CAMION
1841	7470	VOLVO	6 X 2 GRUA PERIFERICA	8	CAMION
1842	7471	VOLVO	6 X 2 TOLVA	8	CAMION
1843	7472	VOLVO	6 X 2 VOLTEO	8	CAMION
1844	7473	VOLVO	6 X 2 TANQUE	8	CAMION
1845	7474	VOLVO	6 X 4 VOLTEO	8	CAMION
1846	7475	VOLVO	6 X 4 REVOLVEDORA	8	CAMION
1847	7477	CHRYSLER	6 X 2, 6 X 4 TRACTOCAMIÓN	9	TRACTOCAMIONES
1848	7480	GENERAL MOTORS	GMC	9	TRACTOCAMIONES
1849	7485	MONTERREY	MONTERREY	9	TRACTOCAMIONES
1850	7491	VICTOR PATROL	VICTOR PATROL	9	TRACTOCAMIONES
1851	7494	SEMIRREMOLQUES	CAJA REDILAS	R	SEMIRREMOLQUES
1852	7495	SEMIRREMOLQUES	CAJA REDILAS RETRACTIL	R	SEMIRREMOLQUES
1853	7498	SEMIRREMOLQUES	CAJA ENCORTINADA	R	SEMIRREMOLQUES
1854	7499	SEMIRREMOLQUES	CAJA REFREQUERA	R	SEMIRREMOLQUES
1855	7500	SEMIRREMOLQUES	CAJA GANADERA	R	SEMIRREMOLQUES
1856	7502	SEMIRREMOLQUES	PLATAFORMA BAJA	R	SEMIRREMOLQUES
1857	7503	SEMIRREMOLQUES	PLATAFORMA SEMI BAJA	R	SEMIRREMOLQUES
1858	7504	SEMIRREMOLQUES	PLATAFORMA LOW BOY C/GANSO	R	SEMIRREMOLQUES
1859	7507	SEMIRREMOLQUES	JAULA GANADERA RETRACTIL	R	SEMIRREMOLQUES
1860	7509	SEMIRREMOLQUES	PORTACONTENEDOR	R	SEMIRREMOLQUES
1861	7511	SEMIRREMOLQUES	TOLVA (ALIMENTOS, QUIMICOS)	R	SEMIRREMOLQUES
1862	7512	SEMIRREMOLQUES	MANDRINA TRANSPORTADORA DE VEHÍCULOS	R	SEMIRREMOLQUES
1863	7515	SEMIRREMOLQUES	REMOLQUES	R	SEMIRREMOLQUES
1864	7516	CHRYSLER	RAM SERVICIO PÚBLICO	1	COLECTIVO
1865	7517	CHRYSLER	RAM 3500,4000 MICROBUS	3	MICROBUS
1866	7518	CHRYSLER	RAM 6500 AUTOBUS URBANO	6	AUTOBUS
1867	7519	CHRYSLER	RAM AUTOBUS URBANO	7	AUTOBUS
1868	7520	GENERAL MOTORS	EXPRESS, WAGON SERVICIO PÚBLICO	1	COLECTIVO
1869	7521	GENERAL MOTORS	MICROBUS	3	MICROBUS
1870	7523	GENERAL MOTORS	AUTOBUS URBANO	8	AUTOBUS
1871	7525	DINA	AUTOBUSES URBANOS	6	AUTOBUS
1871	7526	DINA	AUTOBUSES URBANO	7	AUTOBUS
